id,type,author,settings-instrumentType,settings-region,settings-universe,settings-delay,settings-decay,settings-neutralization,settings-truncation,settings-pasteurization,settings-unitHandling,settings-nanHandling,settings-maxTrade,settings-language,settings-visualization,settings-startDate,settings-endDate,regular-code,regular-description,regular-operatorCount,dateCreated,dateSubmitted,dateModified,name,favorite,hidden,color,category,tags-0,tags-1,tags-2,classifications-0-id,classifications-0-name,grade,stage,status,is-pnl,is-bookSize,is-longCount,is-shortCount,is-turnover,is-returns,is-drawdown,is-margin,is-sharpe,is-fitness,is-startDate,is-investabilityConstrained-pnl,is-investabilityConstrained-bookSize,is-investabilityConstrained-longCount,is-investabilityConstrained-shortCount,is-investabilityConstrained-turnover,is-investabilityConstrained-returns,is-investabilityConstrained-drawdown,is-investabilityConstrained-margin,is-investabilityConstrained-fitness,is-investabilityConstrained-sharpe,is-riskNeutralized-pnl,is-riskNeutralized-bookSize,is-riskNeutralized-longCount,is-riskNeutralized-shortCount,is-riskNeutralized-turnover,is-riskNeutralized-returns,is-riskNeutralized-drawdown,is-riskNeutralized-margin,is-riskNeutralized-fitness,is-riskNeutralized-sharpe,is-checks-0-name,is-checks-0-result,is-checks-0-limit,is-checks-0-value,is-checks-1-name,is-checks-1-result,is-checks-1-limit,is-checks-1-value,is-checks-2-name,is-checks-2-result,is-checks-2-limit,is-checks-2-value,is-checks-3-name,is-checks-3-result,is-checks-3-limit,is-checks-3-value,is-checks-4-name,is-checks-4-result,is-checks-4-limit,is-checks-4-value,is-checks-5-name,is-checks-5-result,is-checks-5-limit,is-checks-5-value,is-checks-6-name,is-checks-6-result,is-checks-6-date,is-checks-6-limit,is-checks-6-value,is-checks-7-name,is-checks-7-result,is-checks-7-limit,is-checks-7-value,is-checks-8-name,is-checks-8-result,is-checks-8-ratio,is-checks-8-limit,is-checks-8-value,is-checks-9-name,is-checks-9-result,is-checks-9-ratio,is-checks-9-limit,is-checks-9-value,is-checks-10-name,is-checks-10-result,is-checks-11-name,is-checks-11-result,is-checks-12-name,is-checks-12-result,is-checks-13-name,is-checks-13-result,is-checks-14-name,is-checks-14-result,is-checks-14-value,is-checks-14-limit,is-checks-15-name,is-checks-15-result,is-checks-15-competitions-0-id,is-checks-15-competitions-0-name,is-checks-16-result,is-checks-16-name,is-checks-16-effective,is-checks-16-multiplier,is-checks-16-pyramids-0-name,is-checks-16-pyramids-0-multiplier,is-checks-17-result,is-checks-17-name,is-checks-17-themes-0-id,is-checks-17-themes-0-multiplier,is-checks-17-themes-0-name,is-checks-17-themes-1-id,is-checks-17-themes-1-multiplier,is-checks-17-themes-1-name,is-checks-17-themes-2-id,is-checks-17-themes-2-multiplier,is-checks-17-themes-2-name,is-checks-17-themes-3-id,is-checks-17-themes-3-multiplier,is-checks-17-themes-3-name,is-checks-17-themes-4-id,is-checks-17-themes-4-multiplier,is-checks-17-themes-4-name,is-checks-17-themes-5-id,is-checks-17-themes-5-multiplier,is-checks-17-themes-5-name,os,train,test,prod,competitions,themes,pyramids,pyramidThemes,team,osmosisPoints,is-checks-16-competitions-0-id,is-checks-16-competitions-0-name,is-checks-17-effective,is-checks-17-multiplier,is-checks-17-pyramids-0-name,is-checks-17-pyramids-0-multiplier,is-checks-18-result,is-checks-18-name,is-checks-18-themes-0-id,is-checks-18-themes-0-multiplier,is-checks-18-themes-0-name,is-checks-18-themes-1-id,is-checks-18-themes-1-multiplier,is-checks-18-themes-1-name,is-checks-18-themes-2-id,is-checks-18-themes-2-multiplier,is-checks-18-themes-2-name,is-checks-18-themes-3-id,is-checks-18-themes-3-multiplier,is-checks-18-themes-3-name,is-checks-18-themes-4-id,is-checks-18-themes-4-multiplier,is-checks-18-themes-4-name,is-checks-18-themes-5-id,is-checks-18-themes-5-multiplier,is-checks-18-themes-5-name
E507QAXR,REGULAR,PS40111,EQUITY,ASI,MINVOL1M,1,0,INDUSTRY,0.08,ON,VERIFY,OFF,OFF,FASTEXPR,False,2014-01-01,2023-12-31,"zscore(divide(cashflow_op, revenue))",,2,2026-02-02T05:15:09-05:00,,2026-02-02T05:15:09-05:00,,False,False,,,ace_tag,llm_test,confidence_0.78,DATA_USAGE:SINGLE_DATA_SET,Single Data Set Alpha,,IS,UNSUBMITTED,34167332,20000000,1734,1467,0.0425,0.3302,0.3471,0.01555,1.0,1.63,2014-01-01,31981704.0,20000000.0,1650.0,1553.0,0.0447,0.3091,0.3585,0.013815,1.51,0.96,23280931.0,20000000.0,1734.0,1467.0,0.0425,0.225,0.3258,0.010595,1.02,0.76,LOW_SHARPE,WARNING,1.58,1.0,LOW_FITNESS,PASS,1.0,1.63,LOW_ASI_JPN_SHARPE,FAIL,1,0.5,LOW_INVESTABILITY_CONSTRAINED_SHARPE,PASS,0.7,0.96,LOW_TURNOVER,PASS,0.01,0.0425,HIGH_TURNOVER,PASS,0.7,0.0425,CONCENTRATED_WEIGHT,WARNING,2017-07-17,0.1,0.47554,LOW_SUB_UNIVERSE_SHARPE,PASS,0.29,0.44,LOW_ROBUST_UNIVERSE_SHARPE.WITH_RATIO,FAIL,0.9,0.9,0.64,LOW_ROBUST_UNIVERSE_RETURNS,FAIL,0.9,0.2972,0.1985,SELF_CORRELATION,PENDING,DATA_DIVERSITY,PENDING,PROD_CORRELATION,PENDING,REGULAR_SUBMISSION,PENDING,LOW_2Y_SHARPE,WARNING,1.36,1.58,POWER_POOL_CORRELATION,PENDING,,,PENDING,MATCHES_COMPETITION,,,,,PASS,MATCHES_PYRAMID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AIACv2,AI Alphas Competition 2.0,1.0,1.1,ASI/D1/FUNDAMENTAL,1.1,WARNING,MATCHES_THEMES,EDrKL34,2.0,JPN Dataset Utilization Theme,M4ZYx3D,2.0,AMR Dataset Utilization Theme,9B3qxZ4,2.0,KOR Dataset Utilization Theme,PBVkEJD,2.0,TWN Dataset Utilization Theme,by88rqy,2.0,HKG Dataset Utilization Theme,V45896D,1.0,GLB/D1 TOPDIV3000 Power Pool Feb`26 Theme
xAw6vAGp,REGULAR,PS40111,EQUITY,ASI,MINVOL1M,1,0,INDUSTRY,0.08,ON,VERIFY,OFF,OFF,FASTEXPR,False,2014-01-01,2023-12-31,"quantile(divide(capex, revenue))",,2,2026-02-02T05:13:40-05:00,,2026-02-02T05:13:40-05:00,,False,False,,,ace_tag,llm_test,confidence_0.7,DATA_USAGE:SINGLE_DATA_SET,Single Data Set Alpha,,IS,UNSUBMITTED,1508181,20000000,1577,1589,0.0223,0.0146,0.0803,0.00131,0.34,0.12,2014-01-01,1575405.0,20000000.0,1580.0,1589.0,0.0221,0.0152,0.0689,0.00138,0.13,0.36,2258790.0,20000000.0,1577.0,1589.0,0.0223,0.0218,0.0246,0.001962,0.52,1.25,LOW_SHARPE,FAIL,1.58,0.34,LOW_FITNESS,FAIL,1.0,0.12,LOW_ASI_JPN_SHARPE,FAIL,1,0.25,LOW_INVESTABILITY_CONSTRAINED_SHARPE,PASS,0.24,0.36,LOW_TURNOVER,PASS,0.01,0.0223,HIGH_TURNOVER,PASS,0.7,0.0223,CONCENTRATED_WEIGHT,PASS,,,,LOW_SUB_UNIVERSE_SHARPE,FAIL,0.1,-0.06,LOW_ROBUST_UNIVERSE_SHARPE.WITH_RATIO,FAIL,0.9,0.31,0.26,LOW_ROBUST_UNIVERSE_RETURNS,FAIL,0.9,0.0131,0.0115,SELF_CORRELATION,PENDING,DATA_DIVERSITY,PENDING,PROD_CORRELATION,PENDING,REGULAR_SUBMISSION,PENDING,LOW_2Y_SHARPE,FAIL,0.75,1.58,MATCHES_COMPETITION,PENDING,AIACv2,AI Alphas Competition 2.0,PASS,MATCHES_PYRAMID,1.0,1.1,ASI/D1/FUNDAMENTAL,1.1,WARNING,MATCHES_THEMES,EDrKL34,2.0,JPN Dataset Utilization Theme,M4ZYx3D,2.0,AMR Dataset Utilization Theme,9B3qxZ4,2.0,KOR Dataset Utilization Theme,PBVkEJD,2.0,TWN Dataset Utilization Theme,by88rqy,2.0,HKG Dataset Utilization Theme,V45896D,1.0,GLB/D1 TOPDIV3000 Power Pool Feb`26 Theme,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O0wYW06J,REGULAR,PS40111,EQUITY,ASI,MINVOL1M,1,0,INDUSTRY,0.08,ON,VERIFY,OFF,OFF,FASTEXPR,False,2014-01-01,2023-12-31,"ts_target_tvr_hump(ts_delta(operating_margin, 252), lambda_min=0, lambda_max=1, target_tvr=0.1)",,2,2026-02-02T05:13:38-05:00,,2026-02-02T05:13:39-05:00,,False,False,,,ace_tag,llm_test,confidence_0.63,DATA_USAGE:SINGLE_DATA_SET,Single Data Set Alpha,,IS,UNSUBMITTED,1483516,20000000,1520,1489,0.0467,0.0143,1.0319,0.000613,0.04,0.01,2014-01-01,-755548.0,20000000.0,1590.0,1421.0,0.0504,-0.0073,0.9262,-0.00029,-0.0,-0.02,1085709.0,20000000.0,1520.0,1489.0,0.0467,0.0105,0.8857,0.000449,0.01,0.03,LOW_SHARPE,FAIL,1.58,0.04,LOW_FITNESS,FAIL,1.0,0.01,LOW_ASI_JPN_SHARPE,FAIL,1,-0.15,LOW_INVESTABILITY_CONSTRAINED_SHARPE,FAIL,0.03,-0.02,LOW_TURNOVER,PASS,0.01,0.0467,HIGH_TURNOVER,PASS,0.7,0.0467,CONCENTRATED_WEIGHT,FAIL,2019-03-29,0.1,0.349883,LOW_SUB_UNIVERSE_SHARPE,PASS,0.01,0.01,LOW_ROBUST_UNIVERSE_SHARPE.WITH_RATIO,FAIL,0.9,0.04,-0.02,LOW_ROBUST_UNIVERSE_RETURNS,FAIL,0.9,0.0129,-0.0051,SELF_CORRELATION,PENDING,DATA_DIVERSITY,PENDING,PROD_CORRELATION,PENDING,REGULAR_SUBMISSION,PENDING,LOW_2Y_SHARPE,FAIL,-0.26,1.58,MATCHES_COMPETITION,PENDING,AIACv2,AI Alphas Competition 2.0,PASS,MATCHES_PYRAMID,1.0,1.1,ASI/D1/FUNDAMENTAL,1.1,WARNING,MATCHES_THEMES,EDrKL34,2.0,JPN Dataset Utilization Theme,M4ZYx3D,2.0,AMR Dataset Utilization Theme,9B3qxZ4,2.0,KOR Dataset Utilization Theme,PBVkEJD,2.0,TWN Dataset Utilization Theme,by88rqy,2.0,HKG Dataset Utilization Theme,V45896D,1.0,GLB/D1 TOPDIV3000 Power Pool Feb`26 Theme,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1YV9WYlM,REGULAR,PS40111,EQUITY,ASI,MINVOL1M,1,0,INDUSTRY,0.08,ON,VERIFY,OFF,OFF,FASTEXPR,False,2014-01-01,2023-12-31,"quantile(divide(subtract(cashflow_op, capex), assets))",,3,2026-02-02T05:13:39-05:00,,2026-02-02T05:13:39-05:00,,False,False,,,ace_tag,llm_test,confidence_0.79,DATA_USAGE:SINGLE_DATA_SET,Single Data Set Alpha,,IS,UNSUBMITTED,5341090,20000000,1639,1652,0.0257,0.0516,0.0897,0.004023,0.99,0.64,2014-01-01,4953180.0,20000000.0,1639.0,1654.0,0.0256,0.0479,0.0839,0.003737,0.57,0.92,905604.0,20000000.0,1639.0,1652.0,0.0257,0.0088,0.0354,0.000682,0.14,0.52,LOW_SHARPE,FAIL,1.58,0.99,LOW_FITNESS,FAIL,1.0,0.64,LOW_ASI_JPN_SHARPE,FAIL,1,0.14,LOW_INVESTABILITY_CONSTRAINED_SHARPE,PASS,0.69,0.92,LOW_TURNOVER,PASS,0.01,0.0257,HIGH_TURNOVER,PASS,0.7,0.0257,CONCENTRATED_WEIGHT,PASS,,,,LOW_SUB_UNIVERSE_SHARPE,PASS,0.29,0.75,LOW_ROBUST_UNIVERSE_SHARPE.WITH_RATIO,FAIL,0.9,0.89,0.74,LOW_ROBUST_UNIVERSE_RETURNS,FAIL,0.9,0.0464,0.0387,SELF_CORRELATION,PENDING,DATA_DIVERSITY,PENDING,PROD_CORRELATION,PENDING,REGULAR_SUBMISSION,PENDING,LOW_2Y_SHARPE,FAIL,0.74,1.58,MATCHES_COMPETITION,PENDING,AIACv2,AI Alphas Competition 2.0,PASS,MATCHES_PYRAMID,1.0,1.1,ASI/D1/FUNDAMENTAL,1.1,WARNING,MATCHES_THEMES,EDrKL34,2.0,JPN Dataset Utilization Theme,M4ZYx3D,2.0,AMR Dataset Utilization Theme,9B3qxZ4,2.0,KOR Dataset Utilization Theme,PBVkEJD,2.0,TWN Dataset Utilization Theme,by88rqy,2.0,HKG Dataset Utilization Theme,V45896D,1.0,GLB/D1 TOPDIV3000 Power Pool Feb`26 Theme,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bl2kalrR,REGULAR,PS40111,EQUITY,ASI,MINVOL1M,1,0,INDUSTRY,0.08,ON,VERIFY,OFF,OFF,FASTEXPR,False,2014-01-01,2023-12-31,"and(greater(ts_delta(income, 252), 0), less(ts_delta(liabilities, 252), 0))",,5,2026-02-02T05:13:39-05:00,,2026-02-02T05:13:39-05:00,,False,False,,,ace_tag,llm_test,confidence_0.7,DATA_USAGE:SINGLE_DATA_SET,Single Data Set Alpha,,IS,UNSUBMITTED,1828797,20000000,517,2581,0.0383,0.0177,0.0743,0.000922,0.72,0.27,2014-01-01,1320375.0,20000000.0,586.0,2567.0,0.0356,0.0128,0.0981,0.000717,0.17,0.52,1530175.0,20000000.0,517.0,2581.0,0.0383,0.0148,0.0395,0.000771,0.29,0.85,LOW_SHARPE,FAIL,1.58,0.72,LOW_FITNESS,FAIL,1.0,0.27,LOW_ASI_JPN_SHARPE,FAIL,1,0.25,LOW_INVESTABILITY_CONSTRAINED_SHARPE,PASS,0.5,0.52,LOW_TURNOVER,PASS,0.01,0.0383,HIGH_TURNOVER,PASS,0.7,0.0383,CONCENTRATED_WEIGHT,PASS,,,,LOW_SUB_UNIVERSE_SHARPE,PASS,0.21,0.71,LOW_ROBUST_UNIVERSE_SHARPE.WITH_RATIO,FAIL,0.9,0.65,0.62,LOW_ROBUST_UNIVERSE_RETURNS,FAIL,0.9,0.0159,0.0156,SELF_CORRELATION,PENDING,DATA_DIVERSITY,PENDING,PROD_CORRELATION,PENDING,REGULAR_SUBMISSION,PENDING,LOW_2Y_SHARPE,FAIL,1.09,1.58,MATCHES_COMPETITION,PENDING,AIACv2,AI Alphas Competition 2.0,PASS,MATCHES_PYRAMID,1.0,1.1,ASI/D1/FUNDAMENTAL,1.1,WARNING,MATCHES_THEMES,EDrKL34,2.0,JPN Dataset Utilization Theme,M4ZYx3D,2.0,AMR Dataset Utilization Theme,9B3qxZ4,2.0,KOR Dataset Utilization Theme,PBVkEJD,2.0,TWN Dataset Utilization Theme,by88rqy,2.0,HKG Dataset Utilization Theme,V45896D,1.0,GLB/D1 TOPDIV3000 Power Pool Feb`26 Theme,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
le6qa9ve,REGULAR,PS40111,EQUITY,ASI,MINVOL1M,1,0,INDUSTRY,0.08,ON,VERIFY,OFF,OFF,FASTEXPR,False,2014-01-01,2023-12-31,zscore(bookvalue_ps),,1,2026-02-02T05:21:27-05:00,,2026-02-02T05:21:28-05:00,,False,False,,,ace_tag,llm_test,confidence_0.78,DATA_USAGE:SINGLE_DATA_SET,Single Data Set Alpha,,IS,UNSUBMITTED,-2931503,20000000,636,2701,0.0116,-0.0283,0.4464,-0.004864,-0.28,-0.13,2014-01-01,-2724694.0,20000000.0,665.0,2674.0,0.0106,-0.0263,0.4435,-0.004958,-0.12,-0.26,-4790839.0,20000000.0,636.0,2701.0,0.0116,-0.0463,0.4942,-0.007949,-0.54,-0.88,LOW_SHARPE,FAIL,1.58,-0.28,LOW_FITNESS,FAIL,1.0,-0.13,LOW_ASI_JPN_SHARPE,FAIL,1,-0.1,LOW_INVESTABILITY_CONSTRAINED_SHARPE,FAIL,-0.2,-0.26,LOW_TURNOVER,PASS,0.01,0.0116,HIGH_TURNOVER,PASS,0.7,0.0116,CONCENTRATED_WEIGHT,FAIL,2015-05-27,0.1,0.450302,LOW_SUB_UNIVERSE_SHARPE,FAIL,-0.08,-0.23,LOW_ROBUST_UNIVERSE_SHARPE.WITH_RATIO,FAIL,0.9,-0.25,-0.51,LOW_ROBUST_UNIVERSE_RETURNS,FAIL,0.9,-0.0255,-0.0526,SELF_CORRELATION,PENDING,DATA_DIVERSITY,PENDING,PROD_CORRELATION,PENDING,REGULAR_SUBMISSION,PENDING,LOW_2Y_SHARPE,FAIL,-0.28,1.58,MATCHES_COMPETITION,PENDING,AIACv2,AI Alphas Competition 2.0,PASS,MATCHES_PYRAMID,1.0,1.1,ASI/D1/FUNDAMENTAL,1.1,WARNING,MATCHES_THEMES,EDrKL34,2.0,JPN Dataset Utilization Theme,M4ZYx3D,2.0,AMR Dataset Utilization Theme,9B3qxZ4,2.0,KOR Dataset Utilization Theme,PBVkEJD,2.0,TWN Dataset Utilization Theme,by88rqy,2.0,HKG Dataset Utilization Theme,V45896D,1.0,GLB/D1 TOPDIV3000 Power Pool Feb`26 Theme,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3qYb0KPz,REGULAR,PS40111,EQUITY,ASI,MINVOL1M,1,0,INDUSTRY,0.08,ON,VERIFY,OFF,OFF,FASTEXPR,False,2014-01-01,2023-12-31,"ts_delta(eps, 4)",,1,2026-02-02T05:23:01-05:00,,2026-02-02T05:23:01-05:00,,False,False,,,ace_tag,llm_test,confidence_0.74,DATA_USAGE:SINGLE_DATA_SET,Single Data Set Alpha,,IS,UNSUBMITTED,-3819177,20000000,1299,1368,0.7331,-0.0369,0.6458,-0.000101,-0.24,-0.05,2014-01-01,-6989766.0,20000000.0,1726.0,1612.0,0.3124,-0.0675,0.9183,-0.000432,-0.18,-0.39,-1329454.0,20000000.0,1299.0,1368.0,0.7331,-0.0128,0.4462,-3.5e-05,-0.01,-0.09,LOW_SHARPE,FAIL,1.58,-0.24,LOW_FITNESS,FAIL,1.0,-0.05,LOW_ASI_JPN_SHARPE,FAIL,1,-0.34,LOW_INVESTABILITY_CONSTRAINED_SHARPE,FAIL,-0.17,-0.39,LOW_TURNOVER,PASS,0.01,0.7331,HIGH_TURNOVER,FAIL,0.7,0.7331,CONCENTRATED_WEIGHT,FAIL,2023-01-06,0.1,0.5,LOW_SUB_UNIVERSE_SHARPE,FAIL,-0.07,-0.41,LOW_ROBUST_UNIVERSE_SHARPE.WITH_RATIO,FAIL,0.9,-0.22,-0.3,LOW_ROBUST_UNIVERSE_RETURNS,FAIL,0.9,-0.0332,-0.0398,SELF_CORRELATION,PENDING,DATA_DIVERSITY,PENDING,PROD_CORRELATION,PENDING,REGULAR_SUBMISSION,PENDING,LOW_2Y_SHARPE,FAIL,0.46,1.58,MATCHES_COMPETITION,PENDING,AIACv2,AI Alphas Competition 2.0,PASS,MATCHES_PYRAMID,1.0,1.1,ASI/D1/FUNDAMENTAL,1.1,WARNING,MATCHES_THEMES,EDrKL34,2.0,JPN Dataset Utilization Theme,M4ZYx3D,2.0,AMR Dataset Utilization Theme,9B3qxZ4,2.0,KOR Dataset Utilization Theme,PBVkEJD,2.0,TWN Dataset Utilization Theme,by88rqy,2.0,HKG Dataset Utilization Theme,V45896D,1.0,GLB/D1 TOPDIV3000 Power Pool Feb`26 Theme,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
587bJeAJ,REGULAR,PS40111,EQUITY,ASI,MINVOL1M,1,0,INDUSTRY,0.08,ON,VERIFY,OFF,OFF,FASTEXPR,False,2014-01-01,2023-12-31,"divide(cashflow_op, assets)",,1,2026-02-02T05:21:30-05:00,,2026-02-02T05:21:30-05:00,,False,False,,,ace_tag,llm_test,confidence_0.76,DATA_USAGE:SINGLE_DATA_SET,Single Data Set Alpha,,IS,UNSUBMITTED,7666709,20000000,1597,1731,0.0293,0.0741,0.0772,0.005059,1.16,0.89,2014-01-01,7487874.0,20000000.0,1606.0,1723.0,0.0293,0.0724,0.0769,0.004935,0.87,1.14,1905241.0,20000000.0,1597.0,1731.0,0.0293,0.0184,0.0661,0.001257,0.18,0.48,LOW_SHARPE,WARNING,1.58,1.16,LOW_FITNESS,WARNING,1.0,0.89,LOW_ASI_JPN_SHARPE,FAIL,1,0.28,LOW_INVESTABILITY_CONSTRAINED_SHARPE,PASS,0.81,1.14,LOW_TURNOVER,PASS,0.01,0.0293,HIGH_TURNOVER,PASS,0.7,0.0293,CONCENTRATED_WEIGHT,WARNING,2016-01-15,0.1,0.499534,LOW_SUB_UNIVERSE_SHARPE,PASS,0.34,0.81,LOW_ROBUST_UNIVERSE_SHARPE.WITH_RATIO,FAIL,0.9,1.04,0.79,LOW_ROBUST_UNIVERSE_RETURNS,FAIL,0.9,0.0667,0.0439,SELF_CORRELATION,PENDING,DATA_DIVERSITY,PENDING,PROD_CORRELATION,PENDING,REGULAR_SUBMISSION,PENDING,LOW_2Y_SHARPE,WARNING,1.04,1.58,POWER_POOL_CORRELATION,PENDING,,,PENDING,MATCHES_COMPETITION,,,,,PASS,MATCHES_PYRAMID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AIACv2,AI Alphas Competition 2.0,1.0,1.1,ASI/D1/FUNDAMENTAL,1.1,WARNING,MATCHES_THEMES,EDrKL34,2.0,JPN Dataset Utilization Theme,M4ZYx3D,2.0,AMR Dataset Utilization Theme,9B3qxZ4,2.0,KOR Dataset Utilization Theme,PBVkEJD,2.0,TWN Dataset Utilization Theme,by88rqy,2.0,HKG Dataset Utilization Theme,V45896D,1.0,GLB/D1 TOPDIV3000 Power Pool Feb`26 Theme
pwJXaka6,REGULAR,PS40111,EQUITY,ASI,MINVOL1M,1,0,INDUSTRY,0.08,ON,VERIFY,OFF,OFF,FASTEXPR,False,2014-01-01,2023-12-31,"divide(capex, revenue)",,1,2026-02-02T05:22:16-05:00,,2026-02-02T05:22:16-05:00,,False,False,,,ace_tag,llm_test,confidence_0.65,DATA_USAGE:SINGLE_DATA_SET,Single Data Set Alpha,,IS,UNSUBMITTED,27911503,20000000,2334,832,0.0376,0.2697,0.2467,0.014345,1.19,1.75,2014-01-01,22033687.0,20000000.0,2012.0,1158.0,0.039,0.2129,0.2693,0.010931,1.46,1.12,17965834.0,20000000.0,2334.0,832.0,0.0376,0.1736,0.2602,0.009233,1.05,0.89,LOW_SHARPE,WARNING,1.58,1.19,LOW_FITNESS,PASS,1.0,1.75,LOW_ASI_JPN_SHARPE,FAIL,1,0.39,LOW_INVESTABILITY_CONSTRAINED_SHARPE,PASS,0.83,1.12,LOW_TURNOVER,PASS,0.01,0.0376,HIGH_TURNOVER,PASS,0.7,0.0376,CONCENTRATED_WEIGHT,WARNING,2017-07-17,0.1,0.462001,LOW_SUB_UNIVERSE_SHARPE,PASS,0.35,0.44,LOW_ROBUST_UNIVERSE_SHARPE.WITH_RATIO,FAIL,0.9,1.07,0.76,LOW_ROBUST_UNIVERSE_RETURNS,FAIL,0.9,0.2427,0.1793,SELF_CORRELATION,PENDING,DATA_DIVERSITY,PENDING,PROD_CORRELATION,PENDING,REGULAR_SUBMISSION,PENDING,LOW_2Y_SHARPE,PASS,1.71,1.58,POWER_POOL_CORRELATION,PENDING,,,PENDING,MATCHES_COMPETITION,,,,,PASS,MATCHES_PYRAMID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AIACv2,AI Alphas Competition 2.0,1.0,1.1,ASI/D1/FUNDAMENTAL,1.1,WARNING,MATCHES_THEMES,EDrKL34,2.0,JPN Dataset Utilization Theme,M4ZYx3D,2.0,AMR Dataset Utilization Theme,9B3qxZ4,2.0,KOR Dataset Utilization Theme,PBVkEJD,2.0,TWN Dataset Utilization Theme,by88rqy,2.0,HKG Dataset Utilization Theme,V45896D,1.0,GLB/D1 TOPDIV3000 Power Pool Feb`26 Theme
d58XaJJj,REGULAR,PS40111,EQUITY,ASI,MINVOL1M,1,0,INDUSTRY,0.08,ON,VERIFY,OFF,OFF,FASTEXPR,False,2014-01-01,2023-12-31,"divide(debt, equity)",,1,2026-02-02T05:22:48-05:00,,2026-02-02T05:22:48-05:00,,False,False,,,ace_tag,llm_test,confidence_0.7,DATA_USAGE:SINGLE_DATA_SET,Single Data Set Alpha,,IS,UNSUBMITTED,5393299,20000000,1089,2136,0.0441,0.0521,0.1893,0.002362,0.57,0.37,2014-01-01,2321999.0,20000000.0,1134.0,2093.0,0.0343,0.0224,0.2281,0.001307,0.11,0.27,4424549.0,20000000.0,1089.0,2136.0,0.0441,0.0428,0.1619,0.001937,0.31,0.53,LOW_SHARPE,FAIL,1.58,0.57,LOW_FITNESS,FAIL,1.0,0.37,LOW_ASI_JPN_SHARPE,FAIL,1,0.11,LOW_INVESTABILITY_CONSTRAINED_SHARPE,FAIL,0.4,0.27,LOW_TURNOVER,PASS,0.01,0.0441,HIGH_TURNOVER,PASS,0.7,0.0441,CONCENTRATED_WEIGHT,FAIL,2023-11-16,0.1,0.498861,LOW_SUB_UNIVERSE_SHARPE,FAIL,0.17,0.06,LOW_ROBUST_UNIVERSE_SHARPE.WITH_RATIO,FAIL,0.9,0.51,0.22,LOW_ROBUST_UNIVERSE_RETURNS,FAIL,0.9,0.0469,0.019,SELF_CORRELATION,PENDING,DATA_DIVERSITY,PENDING,PROD_CORRELATION,PENDING,REGULAR_SUBMISSION,PENDING,LOW_2Y_SHARPE,FAIL,0.54,1.58,MATCHES_COMPETITION,PENDING,AIACv2,AI Alphas Competition 2.0,PASS,MATCHES_PYRAMID,1.0,1.1,ASI/D1/FUNDAMENTAL,1.1,WARNING,MATCHES_THEMES,EDrKL34,2.0,JPN Dataset Utilization Theme,M4ZYx3D,2.0,AMR Dataset Utilization Theme,9B3qxZ4,2.0,KOR Dataset Utilization Theme,PBVkEJD,2.0,TWN Dataset Utilization Theme,by88rqy,2.0,HKG Dataset Utilization Theme,V45896D,1.0,GLB/D1 TOPDIV3000 Power Pool Feb`26 Theme,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
