id,type,author,settings-instrumentType,settings-region,settings-universe,settings-delay,settings-decay,settings-neutralization,settings-truncation,settings-pasteurization,settings-unitHandling,settings-nanHandling,settings-maxTrade,settings-language,settings-visualization,settings-startDate,settings-endDate,regular-code,regular-description,regular-operatorCount,dateCreated,dateSubmitted,dateModified,name,favorite,hidden,color,category,tags-0,tags-1,tags-2,classifications-0-id,classifications-0-name,grade,stage,status,is-pnl,is-bookSize,is-longCount,is-shortCount,is-turnover,is-returns,is-drawdown,is-margin,is-sharpe,is-fitness,is-startDate,is-investabilityConstrained-pnl,is-investabilityConstrained-bookSize,is-investabilityConstrained-longCount,is-investabilityConstrained-shortCount,is-investabilityConstrained-turnover,is-investabilityConstrained-returns,is-investabilityConstrained-drawdown,is-investabilityConstrained-margin,is-investabilityConstrained-fitness,is-investabilityConstrained-sharpe,is-riskNeutralized-pnl,is-riskNeutralized-bookSize,is-riskNeutralized-longCount,is-riskNeutralized-shortCount,is-riskNeutralized-turnover,is-riskNeutralized-returns,is-riskNeutralized-drawdown,is-riskNeutralized-margin,is-riskNeutralized-fitness,is-riskNeutralized-sharpe,is-checks-0-name,is-checks-0-result,is-checks-0-limit,is-checks-0-value,is-checks-1-name,is-checks-1-result,is-checks-1-limit,is-checks-1-value,is-checks-2-name,is-checks-2-result,is-checks-2-limit,is-checks-2-value,is-checks-3-name,is-checks-3-result,is-checks-3-limit,is-checks-3-value,is-checks-4-name,is-checks-4-result,is-checks-5-name,is-checks-5-result,is-checks-5-limit,is-checks-5-value,is-checks-6-name,is-checks-6-result,is-checks-7-name,is-checks-7-result,is-checks-8-name,is-checks-8-result,is-checks-9-name,is-checks-9-result,is-checks-10-name,is-checks-10-result,is-checks-10-value,is-checks-10-limit,is-checks-11-name,is-checks-11-result,is-checks-11-competitions-0-id,is-checks-11-competitions-0-name,is-checks-12-result,is-checks-12-name,is-checks-12-effective,is-checks-12-multiplier,is-checks-12-pyramids-0-name,is-checks-12-pyramids-0-multiplier,is-checks-13-result,is-checks-13-name,is-checks-13-themes-0-id,is-checks-13-themes-0-multiplier,is-checks-13-themes-0-name,is-checks-13-themes-1-id,is-checks-13-themes-1-multiplier,is-checks-13-themes-1-name,is-checks-13-themes-2-id,is-checks-13-themes-2-multiplier,is-checks-13-themes-2-name,is-checks-13-themes-3-id,is-checks-13-themes-3-multiplier,is-checks-13-themes-3-name,is-checks-13-themes-4-id,is-checks-13-themes-4-multiplier,is-checks-13-themes-4-name,is-checks-13-themes-5-id,is-checks-13-themes-5-multiplier,is-checks-13-themes-5-name,os,train,test,prod,competitions,themes,pyramids,pyramidThemes,team,osmosisPoints,is-checks-4-date,is-checks-4-limit,is-checks-4-value
MPlXMYga,REGULAR,PS40111,EQUITY,EUR,TOP2500,1,0,INDUSTRY,0.08,ON,VERIFY,OFF,OFF,FASTEXPR,False,2014-01-01,2023-12-31,"zscore(ts_max_diff(vec_avg(nws17_comp_d1_acb), 20))",,3,2026-02-05T13:30:19-05:00,,2026-02-05T13:30:19-05:00,,False,False,,,ace_tag,llm_test,confidence_0.41,DATA_USAGE:SINGLE_DATA_SET,Single Data Set Alpha,,IS,UNSUBMITTED,929200,20000000,326,191,1.2738,0.009,0.1016,1.4e-05,0.23,0.02,2014-01-01,-450715.0,20000000.0,693.0,386.0,0.206,-0.0044,0.1315,-4.2e-05,-0.01,-0.1,847317.0,20000000.0,326.0,191.0,1.2738,0.0082,0.0914,1.3e-05,0.02,0.25,LOW_SHARPE,FAIL,1.58,0.23,LOW_FITNESS,FAIL,1.0,0.02,LOW_TURNOVER,PASS,0.01,1.2738,HIGH_TURNOVER,FAIL,0.7,1.2738,CONCENTRATED_WEIGHT,PASS,LOW_SUB_UNIVERSE_SHARPE,FAIL,0.12,0.11,SELF_CORRELATION,PENDING,DATA_DIVERSITY,PENDING,PROD_CORRELATION,PENDING,REGULAR_SUBMISSION,PENDING,LOW_2Y_SHARPE,FAIL,-0.05,1.58,MATCHES_COMPETITION,PENDING,AIACv2,AI Alphas Competition 2.0,PASS,MATCHES_PYRAMID,1,1.5,EUR/D1/NEWS,1.5,WARNING,MATCHES_THEMES,EDrKL34,2.0,JPN Dataset Utilization Theme,M4ZYx3D,2.0,AMR Dataset Utilization Theme,9B3qxZ4,2.0,KOR Dataset Utilization Theme,PBVkEJD,2.0,TWN Dataset Utilization Theme,by88rqy,2.0,HKG Dataset Utilization Theme,V45896D,1.0,GLB/D1 TOPDIV3000 Power Pool Feb`26,,,,,,,,,,,,,
vRn9w1vQ,REGULAR,PS40111,EQUITY,EUR,TOP2500,1,0,INDUSTRY,0.08,ON,VERIFY,OFF,OFF,FASTEXPR,False,2014-01-01,2023-12-31,"zscore(ts_max_diff(vec_avg(nws17_comp_d1_ssc), 20))",,3,2026-02-05T13:30:15-05:00,,2026-02-05T13:30:16-05:00,,False,False,,,ace_tag,llm_test,confidence_0.38,DATA_USAGE:SINGLE_DATA_SET,Single Data Set Alpha,,IS,UNSUBMITTED,-99922,20000000,314,215,1.3566,-0.001,0.1152,-1e-06,-0.02,-0.0,2014-01-01,-2384172.0,20000000.0,556.0,502.0,0.2214,-0.0231,0.3105,-0.000209,-0.15,-0.47,423547.0,20000000.0,314.0,215.0,1.3566,0.0041,0.1004,6e-06,0.01,0.11,LOW_SHARPE,FAIL,1.58,-0.02,LOW_FITNESS,FAIL,1.0,-0.0,LOW_TURNOVER,PASS,0.01,1.3566,HIGH_TURNOVER,FAIL,0.7,1.3566,CONCENTRATED_WEIGHT,PASS,LOW_SUB_UNIVERSE_SHARPE,PASS,-0.01,0.05,SELF_CORRELATION,PENDING,DATA_DIVERSITY,PENDING,PROD_CORRELATION,PENDING,REGULAR_SUBMISSION,PENDING,LOW_2Y_SHARPE,FAIL,-0.24,1.58,MATCHES_COMPETITION,PENDING,AIACv2,AI Alphas Competition 2.0,PASS,MATCHES_PYRAMID,1,1.5,EUR/D1/NEWS,1.5,WARNING,MATCHES_THEMES,EDrKL34,2.0,JPN Dataset Utilization Theme,M4ZYx3D,2.0,AMR Dataset Utilization Theme,9B3qxZ4,2.0,KOR Dataset Utilization Theme,PBVkEJD,2.0,TWN Dataset Utilization Theme,by88rqy,2.0,HKG Dataset Utilization Theme,V45896D,1.0,GLB/D1 TOPDIV3000 Power Pool Feb`26,,,,,,,,,,,,,
le62pGdN,REGULAR,PS40111,EQUITY,EUR,TOP2500,1,0,INDUSTRY,0.08,ON,VERIFY,OFF,OFF,FASTEXPR,False,2014-01-01,2023-12-31,"zscore(group_neutralize(vec_avg(nws17_comp_d1_acb), bucket(vec_avg(nws17_multiple_comp_d1_relevance), range=""0, 1, 0.1"")))",,5,2026-02-05T13:31:42-05:00,,2026-02-05T13:31:43-05:00,,False,False,,,ace_tag,llm_test,confidence_0.59,DATA_USAGE:SINGLE_DATA_SET,Single Data Set Alpha,,IS,UNSUBMITTED,782577,20000000,105,332,1.7113,0.0076,0.1643,9e-06,0.13,0.01,2014-01-01,-82269.0,20000000.0,327.0,767.0,0.2512,-0.0008,0.2673,-6e-06,-0.0,-0.01,-1046679.0,20000000.0,105.0,332.0,1.7113,-0.0101,0.1875,-1.2e-05,-0.01,-0.19,LOW_SHARPE,FAIL,1.58,0.13,LOW_FITNESS,FAIL,1.0,0.01,LOW_TURNOVER,PASS,0.01,1.7113,HIGH_TURNOVER,FAIL,0.7,1.7113,CONCENTRATED_WEIGHT,PASS,LOW_SUB_UNIVERSE_SHARPE,PASS,0.07,0.3,SELF_CORRELATION,PENDING,DATA_DIVERSITY,PENDING,PROD_CORRELATION,PENDING,REGULAR_SUBMISSION,PENDING,LOW_2Y_SHARPE,FAIL,-0.9,1.58,MATCHES_COMPETITION,PENDING,AIACv2,AI Alphas Competition 2.0,PASS,MATCHES_PYRAMID,1,1.5,EUR/D1/NEWS,1.5,WARNING,MATCHES_THEMES,EDrKL34,2.0,JPN Dataset Utilization Theme,M4ZYx3D,2.0,AMR Dataset Utilization Theme,9B3qxZ4,2.0,KOR Dataset Utilization Theme,PBVkEJD,2.0,TWN Dataset Utilization Theme,by88rqy,2.0,HKG Dataset Utilization Theme,V45896D,1.0,GLB/D1 TOPDIV3000 Power Pool Feb`26,,,,,,,,,,,,,
P0r6QbGW,REGULAR,PS40111,EQUITY,EUR,TOP2500,1,0,INDUSTRY,0.08,ON,VERIFY,OFF,OFF,FASTEXPR,False,2014-01-01,2023-12-31,"zscore(group_neutralize(vec_avg(nws17_comp_d1_ssc), bucket(vec_avg(nws17_multiple_comp_d1_relevance), range=""0, 1, 0.1"")))",,5,2026-02-05T13:33:11-05:00,,2026-02-05T13:33:11-05:00,,False,False,,,ace_tag,llm_test,confidence_0.51,DATA_USAGE:SINGLE_DATA_SET,Single Data Set Alpha,,IS,UNSUBMITTED,817777,20000000,233,292,1.6274,0.0079,0.0787,1e-05,0.17,0.01,2014-01-01,969188.0,20000000.0,529.0,537.0,0.2555,0.0094,0.1537,7.4e-05,0.03,0.18,-82257.0,20000000.0,233.0,292.0,1.6274,-0.0008,0.0775,-1e-06,-0.0,-0.02,LOW_SHARPE,FAIL,1.58,0.17,LOW_FITNESS,FAIL,1.0,0.01,LOW_TURNOVER,PASS,0.01,1.6274,HIGH_TURNOVER,FAIL,0.7,1.6274,CONCENTRATED_WEIGHT,PASS,LOW_SUB_UNIVERSE_SHARPE,PASS,0.09,0.5,SELF_CORRELATION,PENDING,DATA_DIVERSITY,PENDING,PROD_CORRELATION,PENDING,REGULAR_SUBMISSION,PENDING,LOW_2Y_SHARPE,FAIL,0.17,1.58,MATCHES_COMPETITION,PENDING,AIACv2,AI Alphas Competition 2.0,PASS,MATCHES_PYRAMID,1,1.5,EUR/D1/NEWS,1.5,WARNING,MATCHES_THEMES,EDrKL34,2.0,JPN Dataset Utilization Theme,M4ZYx3D,2.0,AMR Dataset Utilization Theme,9B3qxZ4,2.0,KOR Dataset Utilization Theme,PBVkEJD,2.0,TWN Dataset Utilization Theme,by88rqy,2.0,HKG Dataset Utilization Theme,V45896D,1.0,GLB/D1 TOPDIV3000 Power Pool Feb`26,,,,,,,,,,,,,
bl2MGeQm,REGULAR,PS40111,EQUITY,EUR,TOP2500,1,0,INDUSTRY,0.08,ON,VERIFY,OFF,OFF,FASTEXPR,False,2014-01-01,2023-12-31,"zscore(multiply(vec_avg(nws17_comp_d1_acb), vec_sum(nws17_comp_d1_acb)))",,4,2026-02-05T13:35:03-05:00,,2026-02-05T13:35:04-05:00,,False,False,,,ace_tag,llm_test,confidence_0.57,DATA_USAGE:SINGLE_DATA_SET,Single Data Set Alpha,,IS,UNSUBMITTED,-1742299,20000000,72,348,1.6084,-0.0169,0.2712,-2.1e-05,-0.22,-0.02,2014-01-01,2039379.0,20000000.0,324.0,787.0,0.2508,0.0198,0.191,0.000158,0.07,0.25,-1423398.0,20000000.0,72.0,348.0,1.6084,-0.0138,0.2958,-1.7e-05,-0.02,-0.21,LOW_SHARPE,FAIL,1.58,-0.22,LOW_FITNESS,FAIL,1.0,-0.02,LOW_TURNOVER,PASS,0.01,1.6084,HIGH_TURNOVER,FAIL,0.7,1.6084,CONCENTRATED_WEIGHT,FAIL,LOW_SUB_UNIVERSE_SHARPE,PASS,-0.11,0.04,SELF_CORRELATION,PENDING,DATA_DIVERSITY,PENDING,PROD_CORRELATION,PENDING,REGULAR_SUBMISSION,PENDING,LOW_2Y_SHARPE,FAIL,-0.49,1.58,MATCHES_COMPETITION,PENDING,AIACv2,AI Alphas Competition 2.0,PASS,MATCHES_PYRAMID,1,1.5,EUR/D1/NEWS,1.5,WARNING,MATCHES_THEMES,EDrKL34,2.0,JPN Dataset Utilization Theme,M4ZYx3D,2.0,AMR Dataset Utilization Theme,9B3qxZ4,2.0,KOR Dataset Utilization Theme,PBVkEJD,2.0,TWN Dataset Utilization Theme,by88rqy,2.0,HKG Dataset Utilization Theme,V45896D,1.0,GLB/D1 TOPDIV3000 Power Pool Feb`26,,,,,,,,,,,2017-08-11,0.1,0.204633
1YVLkRJk,REGULAR,PS40111,EQUITY,EUR,TOP2500,1,0,INDUSTRY,0.08,ON,VERIFY,OFF,OFF,FASTEXPR,False,2014-01-01,2023-12-31,"zscore(multiply(vec_avg(nws17_comp_d1_ssc), vec_sum(nws17_comp_d1_ssc)))",,4,2026-02-05T13:33:08-05:00,,2026-02-05T13:33:09-05:00,,False,False,,,ace_tag,llm_test,confidence_0.48,DATA_USAGE:SINGLE_DATA_SET,Single Data Set Alpha,,IS,UNSUBMITTED,931354,20000000,145,381,1.3807,0.009,0.2313,1.3e-05,0.13,0.01,2014-01-01,5620049.0,20000000.0,401.0,688.0,0.2441,0.0545,0.1281,0.000446,0.33,0.7,155902.0,20000000.0,145.0,381.0,1.3807,0.0015,0.2928,2e-06,0.0,0.03,LOW_SHARPE,FAIL,1.58,0.13,LOW_FITNESS,FAIL,1.0,0.01,LOW_TURNOVER,PASS,0.01,1.3807,HIGH_TURNOVER,FAIL,0.7,1.3807,CONCENTRATED_WEIGHT,FAIL,LOW_SUB_UNIVERSE_SHARPE,PASS,0.07,0.22,SELF_CORRELATION,PENDING,DATA_DIVERSITY,PENDING,PROD_CORRELATION,PENDING,REGULAR_SUBMISSION,PENDING,LOW_2Y_SHARPE,FAIL,0.47,1.58,MATCHES_COMPETITION,PENDING,AIACv2,AI Alphas Competition 2.0,PASS,MATCHES_PYRAMID,1,1.5,EUR/D1/NEWS,1.5,WARNING,MATCHES_THEMES,EDrKL34,2.0,JPN Dataset Utilization Theme,M4ZYx3D,2.0,AMR Dataset Utilization Theme,9B3qxZ4,2.0,KOR Dataset Utilization Theme,PBVkEJD,2.0,TWN Dataset Utilization Theme,by88rqy,2.0,HKG Dataset Utilization Theme,V45896D,1.0,GLB/D1 TOPDIV3000 Power Pool Feb`26,,,,,,,,,,,2021-07-09,0.1,0.122043
9qPKZmpq,REGULAR,PS40111,EQUITY,EUR,TOP2500,1,0,INDUSTRY,0.08,ON,VERIFY,OFF,OFF,FASTEXPR,False,2014-01-01,2023-12-31,normalize(vec_avg(nws17_comp_d1_acb)),,2,2026-02-05T13:32:11-05:00,,2026-02-05T13:32:11-05:00,,False,False,,,ace_tag,llm_test,confidence_0.55,DATA_USAGE:SINGLE_DATA_SET,Single Data Set Alpha,,IS,UNSUBMITTED,720958,20000000,98,321,1.713,0.007,0.1632,8e-06,0.12,0.01,2014-01-01,94274.0,20000000.0,324.0,769.0,0.2504,0.0009,0.2666,7e-06,0.0,0.01,-1112183.0,20000000.0,98.0,321.0,1.713,-0.0108,0.1864,-1.3e-05,-0.02,-0.2,LOW_SHARPE,FAIL,1.58,0.12,LOW_FITNESS,FAIL,1.0,0.01,LOW_TURNOVER,PASS,0.01,1.713,HIGH_TURNOVER,FAIL,0.7,1.713,CONCENTRATED_WEIGHT,PASS,LOW_SUB_UNIVERSE_SHARPE,PASS,0.06,0.3,SELF_CORRELATION,PENDING,DATA_DIVERSITY,PENDING,PROD_CORRELATION,PENDING,REGULAR_SUBMISSION,PENDING,LOW_2Y_SHARPE,FAIL,-0.88,1.58,MATCHES_COMPETITION,PENDING,AIACv2,AI Alphas Competition 2.0,PASS,MATCHES_PYRAMID,1,1.5,EUR/D1/NEWS,1.5,WARNING,MATCHES_THEMES,EDrKL34,2.0,JPN Dataset Utilization Theme,M4ZYx3D,2.0,AMR Dataset Utilization Theme,9B3qxZ4,2.0,KOR Dataset Utilization Theme,PBVkEJD,2.0,TWN Dataset Utilization Theme,by88rqy,2.0,HKG Dataset Utilization Theme,V45896D,1.0,GLB/D1 TOPDIV3000 Power Pool Feb`26,,,,,,,,,,,,,
omwv8X96,REGULAR,PS40111,EQUITY,EUR,TOP2500,1,0,INDUSTRY,0.08,ON,VERIFY,OFF,OFF,FASTEXPR,False,2014-01-01,2023-12-31,normalize(vec_avg(nws17_comp_d1_ssc)),,2,2026-02-05T13:33:07-05:00,,2026-02-05T13:33:07-05:00,,False,False,,,ace_tag,llm_test,confidence_0.47,DATA_USAGE:SINGLE_DATA_SET,Single Data Set Alpha,,IS,UNSUBMITTED,707538,20000000,233,292,1.6257,0.0069,0.0745,8e-06,0.15,0.01,2014-01-01,840693.0,20000000.0,532.0,534.0,0.2552,0.0081,0.1606,6.4e-05,0.03,0.16,-192983.0,20000000.0,233.0,292.0,1.6257,-0.0019,0.0823,-2e-06,-0.0,-0.05,LOW_SHARPE,FAIL,1.58,0.15,LOW_FITNESS,FAIL,1.0,0.01,LOW_TURNOVER,PASS,0.01,1.6257,HIGH_TURNOVER,FAIL,0.7,1.6257,CONCENTRATED_WEIGHT,PASS,LOW_SUB_UNIVERSE_SHARPE,PASS,0.08,0.45,SELF_CORRELATION,PENDING,DATA_DIVERSITY,PENDING,PROD_CORRELATION,PENDING,REGULAR_SUBMISSION,PENDING,LOW_2Y_SHARPE,FAIL,0.18,1.58,MATCHES_COMPETITION,PENDING,AIACv2,AI Alphas Competition 2.0,PASS,MATCHES_PYRAMID,1,1.5,EUR/D1/NEWS,1.5,WARNING,MATCHES_THEMES,EDrKL34,2.0,JPN Dataset Utilization Theme,M4ZYx3D,2.0,AMR Dataset Utilization Theme,9B3qxZ4,2.0,KOR Dataset Utilization Theme,PBVkEJD,2.0,TWN Dataset Utilization Theme,by88rqy,2.0,HKG Dataset Utilization Theme,V45896D,1.0,GLB/D1 TOPDIV3000 Power Pool Feb`26,,,,,,,,,,,,,
P0r6QYkW,REGULAR,PS40111,EQUITY,EUR,TOP2500,1,0,INDUSTRY,0.08,ON,VERIFY,OFF,OFF,FASTEXPR,False,2014-01-01,2023-12-31,"zscore(multiply(vec_avg(nws17_comp_d1_acb), if_else(greater(ts_quantile(vec_avg(nws17_multiple_comp_d1_relevance), 5), 0.9), vec_avg(nws17_multiple_comp_d1_relevance), 0)))",,8,2026-02-05T13:31:40-05:00,,2026-02-05T13:31:41-05:00,,False,False,,,ace_tag,llm_test,confidence_0.62,DATA_USAGE:SINGLE_DATA_SET,Single Data Set Alpha,,IS,UNSUBMITTED,0,0,0,0,0.0,0.0,0.0,0.0,0.0,,2014-01-01,,,,,,,,,,,,,,,,,,,,,LOW_SHARPE,FAIL,1.58,0.0,LOW_FITNESS,ERROR,1.0,,LOW_TURNOVER,FAIL,0.01,0.0,HIGH_TURNOVER,PASS,0.7,0.0,CONCENTRATED_WEIGHT,FAIL,LOW_SUB_UNIVERSE_SHARPE,ERROR,,,SELF_CORRELATION,PENDING,DATA_DIVERSITY,PENDING,PROD_CORRELATION,PENDING,REGULAR_SUBMISSION,PENDING,IS_LADDER_SHARPE,PENDING,,,MATCHES_COMPETITION,PENDING,AIACv2,AI Alphas Competition 2.0,PASS,MATCHES_PYRAMID,1,1.5,EUR/D1/NEWS,1.5,WARNING,MATCHES_THEMES,EDrKL34,2.0,JPN Dataset Utilization Theme,M4ZYx3D,2.0,AMR Dataset Utilization Theme,9B3qxZ4,2.0,KOR Dataset Utilization Theme,PBVkEJD,2.0,TWN Dataset Utilization Theme,by88rqy,2.0,HKG Dataset Utilization Theme,V45896D,1.0,GLB/D1 TOPDIV3000 Power Pool Feb`26,,,,,,,,,,,,,
ZYwxPd8Q,REGULAR,PS40111,EQUITY,EUR,TOP2500,1,0,INDUSTRY,0.08,ON,VERIFY,OFF,OFF,FASTEXPR,False,2014-01-01,2023-12-31,"zscore(multiply(vec_avg(nws17_comp_d1_ssc), if_else(greater(ts_quantile(vec_avg(nws17_multiple_comp_d1_relevance), 5), 0.9), vec_avg(nws17_multiple_comp_d1_relevance), 0)))",,8,2026-02-05T13:31:40-05:00,,2026-02-05T13:31:40-05:00,,False,False,,,ace_tag,llm_test,confidence_0.54,DATA_USAGE:SINGLE_DATA_SET,Single Data Set Alpha,,IS,UNSUBMITTED,0,0,0,0,0.0,0.0,0.0,0.0,0.0,,2014-01-01,,,,,,,,,,,,,,,,,,,,,LOW_SHARPE,FAIL,1.58,0.0,LOW_FITNESS,ERROR,1.0,,LOW_TURNOVER,FAIL,0.01,0.0,HIGH_TURNOVER,PASS,0.7,0.0,CONCENTRATED_WEIGHT,FAIL,LOW_SUB_UNIVERSE_SHARPE,ERROR,,,SELF_CORRELATION,PENDING,DATA_DIVERSITY,PENDING,PROD_CORRELATION,PENDING,REGULAR_SUBMISSION,PENDING,IS_LADDER_SHARPE,PENDING,,,MATCHES_COMPETITION,PENDING,AIACv2,AI Alphas Competition 2.0,PASS,MATCHES_PYRAMID,1,1.5,EUR/D1/NEWS,1.5,WARNING,MATCHES_THEMES,EDrKL34,2.0,JPN Dataset Utilization Theme,M4ZYx3D,2.0,AMR Dataset Utilization Theme,9B3qxZ4,2.0,KOR Dataset Utilization Theme,PBVkEJD,2.0,TWN Dataset Utilization Theme,by88rqy,2.0,HKG Dataset Utilization Theme,V45896D,1.0,GLB/D1 TOPDIV3000 Power Pool Feb`26,,,,,,,,,,,,,
VkwEVgKb,REGULAR,PS40111,EQUITY,EUR,TOP2500,1,0,INDUSTRY,0.08,ON,VERIFY,OFF,OFF,FASTEXPR,False,2014-01-01,2023-12-31,"zscore(group_neutralize(ts_returns(vec_avg(nws17_comp_d1_acb), 5), bucket(vec_avg(nws17_multiple_comp_d1_relevance), range=""0, 1, 0.1"")))",,6,2026-02-05T13:37:32-05:00,,2026-02-05T13:37:33-05:00,,False,False,,,ace_tag,llm_test,confidence_0.6,DATA_USAGE:SINGLE_DATA_SET,Single Data Set Alpha,,IS,UNSUBMITTED,629758,20000000,20,27,1.6676,0.0061,0.3189,7e-06,0.06,0.0,2014-01-01,-2176856.0,20000000.0,90.0,137.0,0.3214,-0.0211,0.4273,-0.000131,-0.04,-0.16,1419474.0,20000000.0,20.0,27.0,1.6676,0.0138,0.2416,1.6e-05,0.01,0.15,LOW_SHARPE,FAIL,1.58,0.06,LOW_FITNESS,FAIL,1.0,0.0,LOW_TURNOVER,PASS,0.01,1.6676,HIGH_TURNOVER,FAIL,0.7,1.6676,CONCENTRATED_WEIGHT,FAIL,LOW_SUB_UNIVERSE_SHARPE,PASS,0.03,0.4,SELF_CORRELATION,PENDING,DATA_DIVERSITY,PENDING,PROD_CORRELATION,PENDING,REGULAR_SUBMISSION,PENDING,LOW_2Y_SHARPE,FAIL,-1.28,1.58,MATCHES_COMPETITION,PENDING,AIACv2,AI Alphas Competition 2.0,PASS,MATCHES_PYRAMID,1,1.5,EUR/D1/NEWS,1.5,WARNING,MATCHES_THEMES,EDrKL34,2.0,JPN Dataset Utilization Theme,M4ZYx3D,2.0,AMR Dataset Utilization Theme,9B3qxZ4,2.0,KOR Dataset Utilization Theme,PBVkEJD,2.0,TWN Dataset Utilization Theme,by88rqy,2.0,HKG Dataset Utilization Theme,V45896D,1.0,GLB/D1 TOPDIV3000 Power Pool Feb`26,,,,,,,,,,,2022-01-03,0.1,0.5
6XP177rJ,REGULAR,PS40111,EQUITY,EUR,TOP2500,1,0,INDUSTRY,0.08,ON,VERIFY,OFF,OFF,FASTEXPR,False,2014-01-01,2023-12-31,"zscore(group_neutralize(ts_returns(vec_avg(nws17_comp_d1_ssc), 5), bucket(vec_avg(nws17_multiple_comp_d1_relevance), range=""0, 1, 0.1"")))",,6,2026-02-05T13:36:33-05:00,,2026-02-05T13:36:34-05:00,,False,False,,,ace_tag,llm_test,confidence_0.52,DATA_USAGE:SINGLE_DATA_SET,Single Data Set Alpha,,IS,UNSUBMITTED,869252,20000000,85,103,1.7796,0.0084,0.3691,9e-06,0.08,0.01,2014-01-01,-28251.0,20000000.0,232.0,279.0,0.308,-0.0003,0.4136,-2e-06,-0.0,-0.0,853152.0,20000000.0,85.0,103.0,1.7796,0.0083,0.3077,9e-06,0.01,0.08,LOW_SHARPE,FAIL,1.58,0.08,LOW_FITNESS,FAIL,1.0,0.01,LOW_TURNOVER,PASS,0.01,1.7796,HIGH_TURNOVER,FAIL,0.7,1.7796,CONCENTRATED_WEIGHT,FAIL,LOW_SUB_UNIVERSE_SHARPE,FAIL,0.04,-0.0,SELF_CORRELATION,PENDING,DATA_DIVERSITY,PENDING,PROD_CORRELATION,PENDING,REGULAR_SUBMISSION,PENDING,LOW_2Y_SHARPE,FAIL,0.05,1.58,MATCHES_COMPETITION,PENDING,AIACv2,AI Alphas Competition 2.0,PASS,MATCHES_PYRAMID,1,1.5,EUR/D1/NEWS,1.5,WARNING,MATCHES_THEMES,EDrKL34,2.0,JPN Dataset Utilization Theme,M4ZYx3D,2.0,AMR Dataset Utilization Theme,9B3qxZ4,2.0,KOR Dataset Utilization Theme,PBVkEJD,2.0,TWN Dataset Utilization Theme,by88rqy,2.0,HKG Dataset Utilization Theme,V45896D,1.0,GLB/D1 TOPDIV3000 Power Pool Feb`26,,,,,,,,,,,2018-01-02,0.1,0.5
Gr06Pp8O,REGULAR,PS40111,EQUITY,EUR,TOP2500,1,0,INDUSTRY,0.08,ON,VERIFY,OFF,OFF,FASTEXPR,False,2014-01-01,2023-12-31,"group_zscore(vec_avg(nws17_comp_d1_acb), bucket(vec_avg(nws17_multiple_comp_d1_relevance), range=""0, 1, 0.1""))",,4,2026-02-05T13:37:34-05:00,,2026-02-05T13:37:35-05:00,,False,False,,,ace_tag,llm_test,confidence_0.58,DATA_USAGE:SINGLE_DATA_SET,Single Data Set Alpha,,IS,UNSUBMITTED,863024,20000000,100,316,1.7147,0.0084,0.1586,1e-05,0.14,0.01,2014-01-01,319806.0,20000000.0,320.0,764.0,0.2501,0.0031,0.2693,2.5e-05,0.0,0.04,-1017865.0,20000000.0,100.0,316.0,1.7147,-0.0099,0.1833,-1.2e-05,-0.01,-0.18,LOW_SHARPE,FAIL,1.58,0.14,LOW_FITNESS,FAIL,1.0,0.01,LOW_TURNOVER,PASS,0.01,1.7147,HIGH_TURNOVER,FAIL,0.7,1.7147,CONCENTRATED_WEIGHT,PASS,LOW_SUB_UNIVERSE_SHARPE,PASS,0.07,0.3,SELF_CORRELATION,PENDING,DATA_DIVERSITY,PENDING,PROD_CORRELATION,PENDING,REGULAR_SUBMISSION,PENDING,LOW_2Y_SHARPE,FAIL,-0.84,1.58,MATCHES_COMPETITION,PENDING,AIACv2,AI Alphas Competition 2.0,PASS,MATCHES_PYRAMID,1,1.5,EUR/D1/NEWS,1.5,WARNING,MATCHES_THEMES,EDrKL34,2.0,JPN Dataset Utilization Theme,M4ZYx3D,2.0,AMR Dataset Utilization Theme,9B3qxZ4,2.0,KOR Dataset Utilization Theme,PBVkEJD,2.0,TWN Dataset Utilization Theme,by88rqy,2.0,HKG Dataset Utilization Theme,V45896D,1.0,GLB/D1 TOPDIV3000 Power Pool Feb`26,,,,,,,,,,,,,
