id,type,author,settings-instrumentType,settings-region,settings-universe,settings-delay,settings-decay,settings-neutralization,settings-truncation,settings-pasteurization,settings-unitHandling,settings-nanHandling,settings-maxTrade,settings-language,settings-visualization,settings-startDate,settings-endDate,regular-code,regular-description,regular-operatorCount,dateCreated,dateSubmitted,dateModified,name,favorite,hidden,color,category,tags-0,tags-1,tags-2,classifications-0-id,classifications-0-name,grade,stage,status,is-pnl,is-bookSize,is-longCount,is-shortCount,is-turnover,is-returns,is-drawdown,is-margin,is-sharpe,is-fitness,is-startDate,is-investabilityConstrained-pnl,is-investabilityConstrained-bookSize,is-investabilityConstrained-longCount,is-investabilityConstrained-shortCount,is-investabilityConstrained-turnover,is-investabilityConstrained-returns,is-investabilityConstrained-drawdown,is-investabilityConstrained-margin,is-investabilityConstrained-fitness,is-investabilityConstrained-sharpe,is-riskNeutralized-pnl,is-riskNeutralized-bookSize,is-riskNeutralized-longCount,is-riskNeutralized-shortCount,is-riskNeutralized-turnover,is-riskNeutralized-returns,is-riskNeutralized-drawdown,is-riskNeutralized-margin,is-riskNeutralized-fitness,is-riskNeutralized-sharpe,is-checks-0-name,is-checks-0-result,is-checks-0-limit,is-checks-0-value,is-checks-1-name,is-checks-1-result,is-checks-1-limit,is-checks-1-value,is-checks-2-name,is-checks-2-result,is-checks-2-limit,is-checks-2-value,is-checks-3-name,is-checks-3-result,is-checks-3-limit,is-checks-3-value,is-checks-4-name,is-checks-4-result,is-checks-4-date,is-checks-4-limit,is-checks-4-value,is-checks-5-name,is-checks-5-result,is-checks-5-limit,is-checks-5-value,is-checks-6-name,is-checks-6-result,is-checks-7-name,is-checks-7-result,is-checks-8-name,is-checks-8-result,is-checks-9-name,is-checks-9-result,is-checks-10-name,is-checks-10-result,is-checks-10-value,is-checks-10-limit,is-checks-11-name,is-checks-11-result,is-checks-11-competitions-0-id,is-checks-11-competitions-0-name,is-checks-12-result,is-checks-12-name,is-checks-12-effective,is-checks-12-multiplier,is-checks-12-pyramids-0-name,is-checks-12-pyramids-0-multiplier,is-checks-13-result,is-checks-13-name,is-checks-13-themes-0-id,is-checks-13-themes-0-multiplier,is-checks-13-themes-0-name,is-checks-13-themes-1-id,is-checks-13-themes-1-multiplier,is-checks-13-themes-1-name,os,train,test,prod,competitions,themes,pyramids,pyramidThemes,team,osmosisPoints,is-checks-6-message,is-checks-11-value,is-checks-11-limit,is-checks-12-competitions-0-id,is-checks-12-competitions-0-name,is-checks-13-effective,is-checks-13-multiplier,is-checks-13-pyramids-0-name,is-checks-13-pyramids-0-multiplier,is-checks-14-result,is-checks-14-name,is-checks-14-themes-0-id,is-checks-14-themes-0-multiplier,is-checks-14-themes-0-name,is-checks-14-themes-1-id,is-checks-14-themes-1-multiplier,is-checks-14-themes-1-name
58Nkg0Yz,REGULAR,PS40111,EQUITY,USA,TOP3000,1,0,INDUSTRY,0.08,ON,VERIFY,OFF,OFF,FASTEXPR,False,2014-01-01,2023-12-31,"ts_zscore(ts_delta(snt_social_value,14),14)",,2,2026-01-21T22:06:34-05:00,,2026-01-21T22:06:34-05:00,,False,False,,,ace_tag,llm_test,confidence_0.66,DATA_USAGE:SINGLE_DATA_SET,Single Data Set Alpha,,IS,UNSUBMITTED,-103179,20000000,1387,1377,0.4039,-0.001,0.094,-5e-06,-0.05,-0.0,2014-01-01,-86485.0,20000000.0,1396.0,1372.0,0.3488,-0.0009,0.078,-5e-06,-0.0,-0.04,-275578.0,20000000.0,1387.0,1377.0,0.4039,-0.0028,0.0902,-1.4e-05,-0.01,-0.17,LOW_SHARPE,FAIL,1.58,-0.05,LOW_FITNESS,FAIL,1.0,-0.0,LOW_TURNOVER,PASS,0.01,0.4039,HIGH_TURNOVER,PASS,0.7,0.4039,CONCENTRATED_WEIGHT,PASS,,,,LOW_SUB_UNIVERSE_SHARPE,FAIL,-0.02,-0.31,SELF_CORRELATION,PENDING,DATA_DIVERSITY,PENDING,PROD_CORRELATION,PENDING,REGULAR_SUBMISSION,PENDING,LOW_2Y_SHARPE,FAIL,0.22,1.58,MATCHES_COMPETITION,PENDING,AIACv2,AI Alphas Competition 2.0,PASS,MATCHES_PYRAMID,1.0,1.1,USA/D1/SOCIALMEDIA,1.1,WARNING,MATCHES_THEMES,AyE5YRy,2.0,Country Specific Theme,AyomAkD,1.0,Power Pool GLB Dataset Utilization Theme,,,,,,,,,,,,,,,,,,,,,,,,,,,
3qgeVwgP,REGULAR,PS40111,EQUITY,USA,TOP3000,1,0,INDUSTRY,0.08,ON,VERIFY,OFF,OFF,FASTEXPR,False,2014-01-01,2023-12-31,"sign(ts_returns(snt_social_value,3))",,2,2026-01-21T22:05:33-05:00,,2026-01-21T22:05:33-05:00,,False,False,,,ace_tag,llm_test,confidence_0.58,DATA_USAGE:SINGLE_DATA_SET,Single Data Set Alpha,,IS,UNSUBMITTED,-21612,20000000,1023,1704,0.6609,-0.0002,0.0357,-1e-06,-0.01,-0.0,2014-01-01,197764.0,20000000.0,1202.0,1548.0,0.4531,0.002,0.1065,9e-06,0.01,0.08,341692.0,20000000.0,1023.0,1704.0,0.6609,0.0034,0.0397,1e-05,0.02,0.24,LOW_SHARPE,FAIL,1.58,-0.01,LOW_FITNESS,FAIL,1.0,-0.0,LOW_TURNOVER,PASS,0.01,0.6609,HIGH_TURNOVER,PASS,0.7,0.6609,CONCENTRATED_WEIGHT,PASS,,,,LOW_SUB_UNIVERSE_SHARPE,FAIL,-0.0,-0.05,SELF_CORRELATION,PENDING,DATA_DIVERSITY,PENDING,PROD_CORRELATION,PENDING,REGULAR_SUBMISSION,PENDING,LOW_2Y_SHARPE,FAIL,-0.14,1.58,MATCHES_COMPETITION,PENDING,AIACv2,AI Alphas Competition 2.0,PASS,MATCHES_PYRAMID,1.0,1.1,USA/D1/SOCIALMEDIA,1.1,WARNING,MATCHES_THEMES,AyE5YRy,2.0,Country Specific Theme,AyomAkD,1.0,Power Pool GLB Dataset Utilization Theme,,,,,,,,,,,,,,,,,,,,,,,,,,,
d5eR1gnv,REGULAR,PS40111,EQUITY,USA,TOP3000,1,0,INDUSTRY,0.08,ON,VERIFY,OFF,OFF,FASTEXPR,False,2014-01-01,2023-12-31,"ts_mean(snt_social_value,5)",,1,2026-01-21T22:08:58-05:00,,2026-01-21T22:08:59-05:00,,False,False,,,ace_tag,llm_test,confidence_0.62,DATA_USAGE:SINGLE_DATA_SET,Single Data Set Alpha,,IS,UNSUBMITTED,1494959,20000000,1406,1717,0.2349,0.015,0.0573,0.000128,0.44,0.11,2014-01-01,1454380.0,20000000.0,1433.0,1696.0,0.2168,0.0146,0.0614,0.000134,0.11,0.41,715436.0,20000000.0,1406.0,1717.0,0.2349,0.0072,0.0472,6.1e-05,0.07,0.38,LOW_SHARPE,FAIL,1.58,0.44,LOW_FITNESS,FAIL,1.0,0.11,LOW_TURNOVER,PASS,0.01,0.2349,HIGH_TURNOVER,PASS,0.7,0.2349,CONCENTRATED_WEIGHT,PASS,,,,LOW_SUB_UNIVERSE_SHARPE,FAIL,0.19,0.07,SELF_CORRELATION,PENDING,DATA_DIVERSITY,PENDING,PROD_CORRELATION,PENDING,REGULAR_SUBMISSION,PENDING,LOW_2Y_SHARPE,FAIL,-0.31,1.58,MATCHES_COMPETITION,PENDING,AIACv2,AI Alphas Competition 2.0,PASS,MATCHES_PYRAMID,1.0,1.1,USA/D1/SOCIALMEDIA,1.1,WARNING,MATCHES_THEMES,AyE5YRy,2.0,Country Specific Theme,AyomAkD,1.0,Power Pool GLB Dataset Utilization Theme,,,,,,,,,,,,,,,,,,,,,,,,,,,
VkK30qE5,REGULAR,PS40111,EQUITY,USA,TOP3000,1,0,INDUSTRY,0.08,ON,VERIFY,OFF,OFF,FASTEXPR,False,2014-01-01,2023-12-31,"divide(ts_sum(multiply(snt_social_value, ts_decay_linear(snt_social_volume,7)),7), add(ts_sum(ts_decay_linear(snt_social_volume,7),7),1))",,7,2026-01-21T22:08:56-05:00,,2026-01-21T22:08:57-05:00,,False,False,,,ace_tag,llm_test,confidence_0.7,DATA_USAGE:SINGLE_DATA_SET,Single Data Set Alpha,,IS,UNSUBMITTED,1493545,20000000,1440,1683,0.6962,0.015,0.1504,4.3e-05,0.25,0.04,2014-01-01,1575413.0,20000000.0,1450.0,1679.0,0.3539,0.0158,0.0678,8.9e-05,0.09,0.43,1463873.0,20000000.0,1440.0,1683.0,0.6962,0.0147,0.136,4.2e-05,0.04,0.29,LOW_SHARPE,FAIL,1.58,0.25,LOW_FITNESS,FAIL,1.0,0.04,LOW_TURNOVER,PASS,0.01,0.6962,HIGH_TURNOVER,PASS,0.7,0.6962,CONCENTRATED_WEIGHT,FAIL,2018-01-30,0.1,0.412953,LOW_SUB_UNIVERSE_SHARPE,FAIL,0.11,-0.57,UNITS,WARNING,SELF_CORRELATION,PENDING,DATA_DIVERSITY,PENDING,PROD_CORRELATION,PENDING,REGULAR_SUBMISSION,PENDING,,,LOW_2Y_SHARPE,FAIL,,,PENDING,MATCHES_COMPETITION,,,,,PASS,MATCHES_PYRAMID,,,,,,,,,,,,,,,,,"Incompatible unit for input of ""add"" at index 1, expected ""Unit[TSPrice:1,TSShare:1]"", found ""Unit[]""",-0.31,1.58,AIACv2,AI Alphas Competition 2.0,1.0,1.1,USA/D1/SOCIALMEDIA,1.1,WARNING,MATCHES_THEMES,AyE5YRy,2.0,Country Specific Theme,AyomAkD,1.0,Power Pool GLB Dataset Utilization Theme
npw8PYGw,REGULAR,PS40111,EQUITY,USA,TOP3000,1,0,INDUSTRY,0.08,ON,VERIFY,OFF,OFF,FASTEXPR,False,2014-01-01,2023-12-31,"subtract(ts_arg_min(snt_social_value,21), ts_arg_min(snt_social_volume,21))",,3,2026-01-21T22:09:07-05:00,,2026-01-21T22:09:08-05:00,,False,False,,,ace_tag,llm_test,confidence_0.6,DATA_USAGE:SINGLE_DATA_SET,Single Data Set Alpha,,IS,UNSUBMITTED,-702217,20000000,1613,1505,0.302,-0.007,0.1421,-4.7e-05,-0.28,-0.04,2014-01-01,-378245.0,20000000.0,1596.0,1533.0,0.2626,-0.0038,0.1085,-2.9e-05,-0.02,-0.15,-396560.0,20000000.0,1613.0,1505.0,0.302,-0.004,0.0913,-2.6e-05,-0.03,-0.23,LOW_SHARPE,FAIL,1.58,-0.28,LOW_FITNESS,FAIL,1.0,-0.04,LOW_TURNOVER,PASS,0.01,0.302,HIGH_TURNOVER,PASS,0.7,0.302,CONCENTRATED_WEIGHT,PASS,,,,LOW_SUB_UNIVERSE_SHARPE,PASS,-0.12,0.08,SELF_CORRELATION,PENDING,DATA_DIVERSITY,PENDING,PROD_CORRELATION,PENDING,REGULAR_SUBMISSION,PENDING,LOW_2Y_SHARPE,FAIL,-1.1,1.58,MATCHES_COMPETITION,PENDING,AIACv2,AI Alphas Competition 2.0,PASS,MATCHES_PYRAMID,1.0,1.1,USA/D1/SOCIALMEDIA,1.1,WARNING,MATCHES_THEMES,AyE5YRy,2.0,Country Specific Theme,AyomAkD,1.0,Power Pool GLB Dataset Utilization Theme,,,,,,,,,,,,,,,,,,,,,,,,,,,
O0Kx8qA7,REGULAR,PS40111,EQUITY,USA,TOP3000,1,0,INDUSTRY,0.08,ON,VERIFY,OFF,OFF,FASTEXPR,False,2014-01-01,2023-12-31,"trade_when(ts_zscore(snt_social_value,10), greater(ts_count_nans(snt_social_value,10),0), NaN)",,4,2026-01-21T22:09:03-05:00,,2026-01-21T22:09:03-05:00,,False,False,,,ace_tag,llm_test,confidence_0.55,DATA_USAGE:SINGLE_DATA_SET,Single Data Set Alpha,,IS,UNSUBMITTED,-2507727,20000000,0,18,0.08,-0.026,0.6197,-0.000649,-0.1,-0.05,2014-01-01,-2730931.0,20000000.0,554.0,1323.0,0.1299,-0.0282,1.0683,-0.000435,-0.06,-0.12,-5936134.0,20000000.0,0.0,18.0,0.08,-0.0615,0.8074,-0.001536,-0.19,-0.27,LOW_SHARPE,FAIL,1.58,-0.1,LOW_FITNESS,FAIL,1.0,-0.05,LOW_TURNOVER,PASS,0.01,0.08,HIGH_TURNOVER,PASS,0.7,0.08,CONCENTRATED_WEIGHT,FAIL,2020-10-22,0.1,0.500007,LOW_SUB_UNIVERSE_SHARPE,FAIL,-0.04,-0.47,SELF_CORRELATION,PENDING,DATA_DIVERSITY,PENDING,PROD_CORRELATION,PENDING,REGULAR_SUBMISSION,PENDING,LOW_2Y_SHARPE,FAIL,-0.6,1.58,MATCHES_COMPETITION,PENDING,AIACv2,AI Alphas Competition 2.0,PASS,MATCHES_PYRAMID,1.0,1.1,USA/D1/SOCIALMEDIA,1.1,WARNING,MATCHES_THEMES,AyE5YRy,2.0,Country Specific Theme,AyomAkD,1.0,Power Pool GLB Dataset Utilization Theme,,,,,,,,,,,,,,,,,,,,,,,,,,,
RR016q7e,REGULAR,PS40111,EQUITY,USA,TOP3000,1,0,INDUSTRY,0.08,ON,VERIFY,OFF,OFF,FASTEXPR,False,2014-01-01,2023-12-31,"multiply(ts_returns(snt_social_value,5), ts_ir(ts_returns(snt_social_value,1),20))",,4,2026-01-21T22:09:01-05:00,,2026-01-21T22:09:01-05:00,,False,False,,,ace_tag,llm_test,confidence_0.71,DATA_USAGE:SINGLE_DATA_SET,Single Data Set Alpha,,IS,UNSUBMITTED,3002870,20000000,931,1790,1.5411,0.0301,0.1904,3.9e-05,0.33,0.05,2014-01-01,-897365.0,20000000.0,1336.0,1403.0,0.854,-0.009,0.3382,-2.1e-05,-0.02,-0.17,3802229.0,20000000.0,931.0,1790.0,1.5411,0.0381,0.2039,4.9e-05,0.07,0.45,LOW_SHARPE,FAIL,1.58,0.33,LOW_FITNESS,FAIL,1.0,0.05,LOW_TURNOVER,PASS,0.01,1.5411,HIGH_TURNOVER,FAIL,0.7,1.5411,CONCENTRATED_WEIGHT,FAIL,2020-01-10,0.1,0.499857,LOW_SUB_UNIVERSE_SHARPE,PASS,0.14,0.73,SELF_CORRELATION,PENDING,DATA_DIVERSITY,PENDING,PROD_CORRELATION,PENDING,REGULAR_SUBMISSION,PENDING,LOW_2Y_SHARPE,FAIL,0.05,1.58,MATCHES_COMPETITION,PENDING,AIACv2,AI Alphas Competition 2.0,PASS,MATCHES_PYRAMID,1.0,1.1,USA/D1/SOCIALMEDIA,1.1,WARNING,MATCHES_THEMES,AyE5YRy,2.0,Country Specific Theme,AyomAkD,1.0,Power Pool GLB Dataset Utilization Theme,,,,,,,,,,,,,,,,,,,,,,,,,,,
O0Kx8qxp,REGULAR,PS40111,EQUITY,USA,TOP3000,1,0,INDUSTRY,0.08,ON,VERIFY,OFF,OFF,FASTEXPR,False,2014-01-01,2023-12-31,"ts_regression(snt_social_value, snt_social_volume,30, lag=0, rettype=0)",,1,2026-01-21T22:09:00-05:00,,2026-01-21T22:09:00-05:00,,False,False,,,ace_tag,llm_test,confidence_0.66,DATA_USAGE:SINGLE_DATA_SET,Single Data Set Alpha,,IS,UNSUBMITTED,403003,20000000,1388,1393,0.4167,0.004,0.0791,1.9e-05,0.16,0.02,2014-01-01,297449.0,20000000.0,1393.0,1390.0,0.3494,0.003,0.0478,1.7e-05,0.01,0.12,664927.0,20000000.0,1388.0,1393.0,0.4167,0.0067,0.042,3.2e-05,0.05,0.36,LOW_SHARPE,FAIL,1.58,0.16,LOW_FITNESS,FAIL,1.0,0.02,LOW_TURNOVER,PASS,0.01,0.4167,HIGH_TURNOVER,PASS,0.7,0.4167,CONCENTRATED_WEIGHT,PASS,,,,LOW_SUB_UNIVERSE_SHARPE,PASS,0.07,0.15,SELF_CORRELATION,PENDING,DATA_DIVERSITY,PENDING,PROD_CORRELATION,PENDING,REGULAR_SUBMISSION,PENDING,LOW_2Y_SHARPE,FAIL,-0.07,1.58,MATCHES_COMPETITION,PENDING,AIACv2,AI Alphas Competition 2.0,PASS,MATCHES_PYRAMID,1.0,1.1,USA/D1/SOCIALMEDIA,1.1,WARNING,MATCHES_THEMES,AyE5YRy,2.0,Country Specific Theme,AyomAkD,1.0,Power Pool GLB Dataset Utilization Theme,,,,,,,,,,,,,,,,,,,,,,,,,,,
XgX8J12m,REGULAR,PS40111,EQUITY,USA,TOP3000,1,0,INDUSTRY,0.08,ON,VERIFY,OFF,OFF,FASTEXPR,False,2014-01-01,2023-12-31,"ts_returns(snt_social_value,120)",,1,2026-01-21T22:11:09-05:00,,2026-01-21T22:11:09-05:00,,False,False,,,ace_tag,llm_test,confidence_0.64,DATA_USAGE:SINGLE_DATA_SET,Single Data Set Alpha,,IS,UNSUBMITTED,-3956480,20000000,1313,1301,1.5417,-0.0396,0.6673,-5.1e-05,-0.37,-0.06,2014-01-01,-1608864.0,20000000.0,1295.0,1330.0,1.0079,-0.0161,0.2305,-3.2e-05,-0.05,-0.36,-4935794.0,20000000.0,1313.0,1301.0,1.5417,-0.0495,0.7447,-6.4e-05,-0.09,-0.48,LOW_SHARPE,FAIL,1.58,-0.37,LOW_FITNESS,FAIL,1.0,-0.06,LOW_TURNOVER,PASS,0.01,1.5417,HIGH_TURNOVER,FAIL,0.7,1.5417,CONCENTRATED_WEIGHT,FAIL,2014-05-12,0.1,0.499983,LOW_SUB_UNIVERSE_SHARPE,PASS,-0.16,0.02,SELF_CORRELATION,PENDING,DATA_DIVERSITY,PENDING,PROD_CORRELATION,PENDING,REGULAR_SUBMISSION,PENDING,LOW_2Y_SHARPE,FAIL,-0.09,1.58,MATCHES_COMPETITION,PENDING,AIACv2,AI Alphas Competition 2.0,PASS,MATCHES_PYRAMID,1.0,1.1,USA/D1/SOCIALMEDIA,1.1,WARNING,MATCHES_THEMES,AyE5YRy,2.0,Country Specific Theme,AyomAkD,1.0,Power Pool GLB Dataset Utilization Theme,,,,,,,,,,,,,,,,,,,,,,,,,,,
O0Kx8qnd,REGULAR,PS40111,EQUITY,USA,TOP3000,1,0,INDUSTRY,0.08,ON,VERIFY,OFF,OFF,FASTEXPR,False,2014-01-01,2023-12-31,"multiply(reverse(ts_zscore(snt_social_value,7)), reverse(ts_zscore(snt_social_volume,7)))",,5,2026-01-21T22:08:58-05:00,,2026-01-21T22:08:59-05:00,,False,False,,,ace_tag,llm_test,confidence_0.6,DATA_USAGE:SINGLE_DATA_SET,Single Data Set Alpha,,IS,UNSUBMITTED,252872,20000000,1345,1395,0.8485,0.0025,0.0657,6e-06,0.09,0.0,2014-01-01,-66713.0,20000000.0,1391.0,1359.0,0.5941,-0.0007,0.0776,-2e-06,-0.0,-0.02,120959.0,20000000.0,1345.0,1395.0,0.8485,0.0012,0.0572,3e-06,0.0,0.07,LOW_SHARPE,FAIL,1.58,0.09,LOW_FITNESS,FAIL,1.0,0.0,LOW_TURNOVER,PASS,0.01,0.8485,HIGH_TURNOVER,FAIL,0.7,0.8485,CONCENTRATED_WEIGHT,PASS,,,,LOW_SUB_UNIVERSE_SHARPE,FAIL,0.04,-0.18,SELF_CORRELATION,PENDING,DATA_DIVERSITY,PENDING,PROD_CORRELATION,PENDING,REGULAR_SUBMISSION,PENDING,LOW_2Y_SHARPE,FAIL,0.07,1.58,MATCHES_COMPETITION,PENDING,AIACv2,AI Alphas Competition 2.0,PASS,MATCHES_PYRAMID,1.0,1.1,USA/D1/SOCIALMEDIA,1.1,WARNING,MATCHES_THEMES,AyE5YRy,2.0,Country Specific Theme,AyomAkD,1.0,Power Pool GLB Dataset Utilization Theme,,,,,,,,,,,,,,,,,,,,,,,,,,,
pwQK5j8q,REGULAR,PS40111,EQUITY,USA,TOP3000,1,0,INDUSTRY,0.08,ON,VERIFY,OFF,OFF,FASTEXPR,False,2014-01-01,2023-12-31,"ts_product(ts_returns(snt_social_value,1),3)",,2,2026-01-21T22:13:20-05:00,,2026-01-21T22:13:21-05:00,,False,False,,,ace_tag,llm_test,confidence_0.58,DATA_USAGE:SINGLE_DATA_SET,Single Data Set Alpha,,IS,UNSUBMITTED,3978310,20000000,1355,1362,1.5752,0.0399,0.73,5.1e-05,0.18,0.03,2014-01-01,1282207.0,20000000.0,1349.0,1378.0,1.1655,0.0128,0.2196,2.2e-05,0.01,0.13,7785531.0,20000000.0,1355.0,1362.0,1.5752,0.078,0.5775,9.9e-05,0.08,0.36,LOW_SHARPE,FAIL,1.58,0.18,LOW_FITNESS,FAIL,1.0,0.03,LOW_TURNOVER,PASS,0.01,1.5752,HIGH_TURNOVER,FAIL,0.7,1.5752,CONCENTRATED_WEIGHT,FAIL,2014-08-08,0.1,0.499463,LOW_SUB_UNIVERSE_SHARPE,PASS,0.08,0.18,SELF_CORRELATION,PENDING,DATA_DIVERSITY,PENDING,PROD_CORRELATION,PENDING,REGULAR_SUBMISSION,PENDING,LOW_2Y_SHARPE,FAIL,-0.62,1.58,MATCHES_COMPETITION,PENDING,AIACv2,AI Alphas Competition 2.0,PASS,MATCHES_PYRAMID,1.0,1.1,USA/D1/SOCIALMEDIA,1.1,WARNING,MATCHES_THEMES,AyE5YRy,2.0,Country Specific Theme,AyomAkD,1.0,Power Pool GLB Dataset Utilization Theme,,,,,,,,,,,,,,,,,,,,,,,,,,,
mLeV6jpx,REGULAR,PS40111,EQUITY,USA,TOP3000,1,0,INDUSTRY,0.08,ON,VERIFY,OFF,OFF,FASTEXPR,False,2014-01-01,2023-12-31,normalize(snt_social_value),,1,2026-01-21T22:13:13-05:00,,2026-01-21T22:13:14-05:00,,False,False,,,ace_tag,llm_test,confidence_0.66,DATA_USAGE:SINGLE_DATA_SET,Single Data Set Alpha,,IS,UNSUBMITTED,868373,20000000,1406,1717,0.352,0.0087,0.0722,4.9e-05,0.25,0.04,2014-01-01,800703.0,20000000.0,1435.0,1694.0,0.2965,0.008,0.0685,5.4e-05,0.04,0.23,443849.0,20000000.0,1406.0,1717.0,0.352,0.0044,0.0477,2.5e-05,0.03,0.24,LOW_SHARPE,FAIL,1.58,0.25,LOW_FITNESS,FAIL,1.0,0.04,LOW_TURNOVER,PASS,0.01,0.352,HIGH_TURNOVER,PASS,0.7,0.352,CONCENTRATED_WEIGHT,PASS,,,,LOW_SUB_UNIVERSE_SHARPE,FAIL,0.11,-0.11,SELF_CORRELATION,PENDING,DATA_DIVERSITY,PENDING,PROD_CORRELATION,PENDING,REGULAR_SUBMISSION,PENDING,LOW_2Y_SHARPE,FAIL,-0.22,1.58,MATCHES_COMPETITION,PENDING,AIACv2,AI Alphas Competition 2.0,PASS,MATCHES_PYRAMID,1.0,1.1,USA/D1/SOCIALMEDIA,1.1,WARNING,MATCHES_THEMES,AyE5YRy,2.0,Country Specific Theme,AyomAkD,1.0,Power Pool GLB Dataset Utilization Theme,,,,,,,,,,,,,,,,,,,,,,,,,,,
pwQK5Nbo,REGULAR,PS40111,EQUITY,USA,TOP3000,1,0,INDUSTRY,0.08,ON,VERIFY,OFF,OFF,FASTEXPR,False,2014-01-01,2023-12-31,"trade_when(ts_returns(snt_social_value,5), greater(ts_quantile(snt_social_volume,20),0.9), NaN)",,4,2026-01-21T22:13:09-05:00,,2026-01-21T22:13:10-05:00,,False,False,,,ace_tag,llm_test,confidence_0.67,DATA_USAGE:SINGLE_DATA_SET,Single Data Set Alpha,,IS,UNSUBMITTED,301084,20000000,729,2014,0.2404,0.003,0.0483,2.5e-05,0.14,0.02,2014-01-01,244927.0,20000000.0,965.0,1808.0,0.1864,0.0025,0.05,2.6e-05,0.01,0.11,-377887.0,20000000.0,729.0,2014.0,0.2404,-0.0038,0.0691,-3.1e-05,-0.03,-0.22,LOW_SHARPE,FAIL,1.58,0.14,LOW_FITNESS,FAIL,1.0,0.02,LOW_TURNOVER,PASS,0.01,0.2404,HIGH_TURNOVER,PASS,0.7,0.2404,CONCENTRATED_WEIGHT,PASS,,,,LOW_SUB_UNIVERSE_SHARPE,PASS,0.06,0.13,SELF_CORRELATION,PENDING,DATA_DIVERSITY,PENDING,PROD_CORRELATION,PENDING,REGULAR_SUBMISSION,PENDING,LOW_2Y_SHARPE,FAIL,-0.08,1.58,MATCHES_COMPETITION,PENDING,AIACv2,AI Alphas Competition 2.0,PASS,MATCHES_PYRAMID,1.0,1.1,USA/D1/SOCIALMEDIA,1.1,WARNING,MATCHES_THEMES,AyE5YRy,2.0,Country Specific Theme,AyomAkD,1.0,Power Pool GLB Dataset Utilization Theme,,,,,,,,,,,,,,,,,,,,,,,,,,,
akXExEXR,REGULAR,PS40111,EQUITY,USA,TOP3000,1,0,INDUSTRY,0.08,ON,VERIFY,OFF,OFF,FASTEXPR,False,2014-01-01,2023-12-31,"reverse(ts_delta(snt_social_value,3))",,2,2026-01-21T22:12:31-05:00,,2026-01-21T22:12:32-05:00,,False,False,,,ace_tag,llm_test,confidence_0.61,DATA_USAGE:SINGLE_DATA_SET,Single Data Set Alpha,,IS,UNSUBMITTED,802341,20000000,1560,1563,0.6712,0.008,0.0504,2.4e-05,0.32,0.03,2014-01-01,949554.0,20000000.0,1557.0,1572.0,0.5677,0.0095,0.0517,3.4e-05,0.05,0.35,316980.0,20000000.0,1560.0,1563.0,0.6712,0.0032,0.0536,9e-06,0.01,0.17,LOW_SHARPE,FAIL,1.58,0.32,LOW_FITNESS,FAIL,1.0,0.03,LOW_TURNOVER,PASS,0.01,0.6712,HIGH_TURNOVER,PASS,0.7,0.6712,CONCENTRATED_WEIGHT,PASS,,,,LOW_SUB_UNIVERSE_SHARPE,PASS,0.14,0.39,SELF_CORRELATION,PENDING,DATA_DIVERSITY,PENDING,PROD_CORRELATION,PENDING,REGULAR_SUBMISSION,PENDING,LOW_2Y_SHARPE,FAIL,-0.15,1.58,MATCHES_COMPETITION,PENDING,AIACv2,AI Alphas Competition 2.0,PASS,MATCHES_PYRAMID,1.0,1.1,USA/D1/SOCIALMEDIA,1.1,WARNING,MATCHES_THEMES,AyE5YRy,2.0,Country Specific Theme,AyomAkD,1.0,Power Pool GLB Dataset Utilization Theme,,,,,,,,,,,,,,,,,,,,,,,,,,,
qMe60NAK,REGULAR,PS40111,EQUITY,USA,TOP3000,1,0,INDUSTRY,0.08,ON,VERIFY,OFF,OFF,FASTEXPR,False,2014-01-01,2023-12-31,"trade_when(ts_zscore(snt_social_value,15), less(ts_count_nans(snt_social_value,15),5), NaN)",,4,2026-01-21T22:12:59-05:00,,2026-01-21T22:13:00-05:00,,False,False,,,ace_tag,llm_test,confidence_0.56,DATA_USAGE:SINGLE_DATA_SET,Single Data Set Alpha,,IS,UNSUBMITTED,8458314,20000000,25,0,0.0835,0.0875,0.5237,0.002096,0.33,0.28,2014-01-01,5307921.0,20000000.0,1067.0,845.0,0.1651,0.0549,0.5165,0.000665,0.14,0.25,12505526.0,20000000.0,25.0,0.0,0.0835,0.1294,0.4804,0.003099,0.53,0.52,LOW_SHARPE,FAIL,1.58,0.33,LOW_FITNESS,FAIL,1.0,0.28,LOW_TURNOVER,PASS,0.01,0.0835,HIGH_TURNOVER,PASS,0.7,0.0835,CONCENTRATED_WEIGHT,FAIL,2017-12-11,0.1,0.500001,LOW_SUB_UNIVERSE_SHARPE,PASS,0.14,0.49,SELF_CORRELATION,PENDING,DATA_DIVERSITY,PENDING,PROD_CORRELATION,PENDING,REGULAR_SUBMISSION,PENDING,LOW_2Y_SHARPE,FAIL,0.81,1.58,MATCHES_COMPETITION,PENDING,AIACv2,AI Alphas Competition 2.0,PASS,MATCHES_PYRAMID,1.0,1.1,USA/D1/SOCIALMEDIA,1.1,WARNING,MATCHES_THEMES,AyE5YRy,2.0,Country Specific Theme,AyomAkD,1.0,Power Pool GLB Dataset Utilization Theme,,,,,,,,,,,,,,,,,,,,,,,,,,,
